,primary_key,Customer_ID,Product_ID,Month,Customer_name,Product_family,Customer_Cohort_Year,Customer_Tenure,Dimension1,Dimension2,Dimension3,Value type,Value yearly,year
3050,32,CUST-00019,PROD-0007,2024-08-01,,,2024,7,Canada,North America,Startup,NRR_reversed,-3075.95,2024
3051,32,CUST-00019,PROD-0007,2024-09-01,,,2024,8,Canada,North America,Startup,NRR_reversed,-2827.97,2024
3054,33,CUST-00020,PROD-0009,2024-02-01,,,2024,1,Germany,Europe,SMB,NRR_reversed,-12355.76,2024
3055,33,CUST-00020,PROD-0009,2024-03-01,,,2024,2,Germany,Europe,SMB,NRR_reversed,-13121.64,2024
3056,33,CUST-00020,PROD-0009,2024-04-01,,,2024,3,Germany,Europe,SMB,NRR_reversed,-12183.31,2024
3059,0,CUST-00001,PROD-0008,2024-02-01,,,2024,1,UK,Europe,Enterprise,GRR_reversed,-106054.73,2024
3060,0,CUST-00001,PROD-0008,2024-03-01,,,2024,2,UK,Europe,Enterprise,GRR_reversed,-115183.18,2024
3061,0,CUST-00001,PROD-0008,2024-04-01,,,2024,3,UK,Europe,Enterprise,GRR_reversed,-115183.18,2024
3062,0,CUST-00001,PROD-0008,2024-05-01,,,2024,4,UK,Europe,Enterprise,GRR_reversed,-112656.32,2024
3063,0,CUST-00001,PROD-0008,2024-06-01,,,2024,5,UK,Europe,Enterprise,GRR_reversed,-112656.32,2024
3064,0,CUST-00001,PROD-0008,2024-07-01,,,2024,6,UK,Europe,Enterprise,GRR_reversed,-111137.67,2024
3065,0,CUST-00001,PROD-0008,2024-08-01,,,2024,7,UK,Europe,Enterprise,GRR_reversed,-111137.67,2024
3066,0,CUST-00001,PROD-0008,2024-09-01,,,2024,8,UK,Europe,Enterprise,GRR_reversed,-106025.04,2024
3067,0,CUST-00001,PROD-0008,2024-10-01,,,2024,9,UK,Europe,Enterprise,GRR_reversed,-106025.04,2024
3070,1,CUST-00002,PROD-0002,2024-02-01,,,2024,1,France,Europe,Mid-Market,GRR_reversed,-74191.23,2024
3071,1,CUST-00002,PROD-0002,2024-03-01,,,2024,2,France,Europe,Mid-Market,GRR_reversed,-74191.23,2024
3072,1,CUST-00002,PROD-0002,2024-04-01,,,2024,3,France,Europe,Mid-Market,GRR_reversed,-79362.58,2024
3073,1,CUST-00002,PROD-0002,2024-05-01,,,2024,4,France,Europe,Mid-Market,GRR_reversed,-81760.47,2024
3076,2,CUST-00003,PROD-0002,2024-12-01,,,2024,1,UK,Europe,Enterprise,GRR_reversed,-361956.09,2024
3077,2,CUST-00003,PROD-0002,2025-01-01,,,2024,2,UK,Europe,Enterprise,GRR_reversed,-361956.09,2025
3078,2,CUST-00003,PROD-0002,2025-02-01,,,2024,3,UK,Europe,Enterprise,GRR_reversed,-402728.65,2025
3079,2,CUST-00003,PROD-0002,2025-03-01,,,2024,4,UK,Europe,Enterprise,GRR_reversed,-393485.11,2025
3080,2,CUST-00003,PROD-0002,2025-04-01,,,2024,5,UK,Europe,Enterprise,GRR_reversed,-369224.45,2025
3081,2,CUST-00003,PROD-0002,2025-05-01,,,2024,6,UK,Europe,Enterprise,GRR_reversed,-369224.45,2025
3082,2,CUST-00003,PROD-0002,2025-06-01,,,2024,7,UK,Europe,Enterprise,GRR_reversed,-366288.66,2025
3083,2,CUST-00003,PROD-0002,2025-07-01,,,2024,8,UK,Europe,Enterprise,GRR_reversed,-366288.66,2025
3084,2,CUST-00003,PROD-0002,2025-08-01,,,2024,9,UK,Europe,Enterprise,GRR_reversed,-426076.42,2025
3085,2,CUST-00003,PROD-0002,2025-09-01,,,2024,10,UK,Europe,Enterprise,GRR_reversed,-425766.78,2025
3088,3,CUST-00003,PROD-0005,2024-12-01,,,2024,1,UK,Europe,Enterprise,GRR_reversed,-177046.19,2024
3089,3,CUST-00003,PROD-0005,2025-01-01,,,2024,2,UK,Europe,Enterprise,GRR_reversed,-210706.29,2025
3090,3,CUST-00003,PROD-0005,2025-02-01,,,2024,3,UK,Europe,Enterprise,GRR_reversed,-208862.91,2025
3091,3,CUST-00003,PROD-0005,2025-03-01,,,2024,4,UK,Europe,Enterprise,GRR_reversed,-188329.78,2025
3092,3,CUST-00003,PROD-0005,2025-04-01,,,2024,5,UK,Europe,Enterprise,GRR_reversed,-178552.37,2025
3093,3,CUST-00003,PROD-0005,2025-05-01,,,2024,6,UK,Europe,Enterprise,GRR_reversed,-178552.37,2025
3094,3,CUST-00003,PROD-0005,2025-06-01,,,2024,7,UK,Europe,Enterprise,GRR_reversed,-210678.39,2025
3095,3,CUST-00003,PROD-0005,2025-07-01,,,2024,8,UK,Europe,Enterprise,GRR_reversed,-179638.6,2025
3096,3,CUST-00003,PROD-0005,2025-08-01,,,2024,9,UK,Europe,Enterprise,GRR_reversed,-179638.6,2025
3097,3,CUST-00003,PROD-0005,2025-09-01,,,2024,10,UK,Europe,Enterprise,GRR_reversed,-178994.54,2025
3098,3,CUST-00003,PROD-0005,2025-10-01,,,2024,11,UK,Europe,Enterprise,GRR_reversed,-178994.54,2025
3101,4,CUST-00003,PROD-0001,2024-12-01,,,2024,1,UK,Europe,Enterprise,GRR_reversed,-163985.73,2024
3102,4,CUST-00003,PROD-0001,2025-01-01,,,2024,2,UK,Europe,Enterprise,GRR_reversed,-163985.73,2025
3103,4,CUST-00003,PROD-0001,2025-02-01,,,2024,3,UK,Europe,Enterprise,GRR_reversed,-190074.73,2025
3106,5,CUST-00004,PROD-0003,2024-02-01,,,2024,1,Japan,APAC,Enterprise,GRR_reversed,-124995.14,2024
3107,5,CUST-00004,PROD-0003,2024-03-01,,,2024,2,Japan,APAC,Enterprise,GRR_reversed,-126957.21,2024
3108,5,CUST-00004,PROD-0003,2024-04-01,,,2024,3,Japan,APAC,Enterprise,GRR_reversed,-134970.53,2024
3109,5,CUST-00004,PROD-0003,2024-05-01,,,2024,4,Japan,APAC,Enterprise,GRR_reversed,-130653.39,2024
3110,5,CUST-00004,PROD-0003,2024-06-01,,,2024,5,Japan,APAC,Enterprise,GRR_reversed,-129027.51,2024
3111,5,CUST-00004,PROD-0003,2024-07-01,,,2024,6,Japan,APAC,Enterprise,GRR_reversed,-129027.51,2024
3112,5,CUST-00004,PROD-0003,2024-08-01,,,2024,7,Japan,APAC,Enterprise,GRR_reversed,-121795.94,2024
3113,5,CUST-00004,PROD-0003,2024-09-01,,,2024,8,Japan,APAC,Enterprise,GRR_reversed,-121795.94,2024
3114,5,CUST-00004,PROD-0003,2024-10-01,,,2024,9,Japan,APAC,Enterprise,GRR_reversed,-121160.18,2024
3115,5,CUST-00004,PROD-0003,2024-11-01,,,2024,10,Japan,APAC,Enterprise,GRR_reversed,-121160.18,2024
3118,6,CUST-00005,PROD-0002,2024-05-01,,,2024,1,UK,Europe,Mid-Market,GRR_reversed,-38245.53,2024
3119,6,CUST-00005,PROD-0002,2024-06-01,,,2024,2,UK,Europe,Mid-Market,GRR_reversed,-38165.51,2024
3120,6,CUST-00005,PROD-0002,2024-07-01,,,2024,3,UK,Europe,Mid-Market,GRR_reversed,-36958.95,2024
3123,7,CUST-00005,PROD-0004,2024-05-01,,,2024,1,UK,Europe,Mid-Market,GRR_reversed,-32806.07,2024
3124,7,CUST-00005,PROD-0004,2024-06-01,,,2024,2,UK,Europe,Mid-Market,GRR_reversed,-27978.0,2024
3127,8,CUST-00006,PROD-0005,2024-02-01,,,2024,1,USA,North America,Mid-Market,GRR_reversed,-61145.67,2024
3128,8,CUST-00006,PROD-0005,2024-03-01,,,2024,2,USA,North America,Mid-Market,GRR_reversed,-59423.2,2024
3129,8,CUST-00006,PROD-0005,2024-04-01,,,2024,3,USA,North America,Mid-Market,GRR_reversed,-55522.53,2024
3130,8,CUST-00006,PROD-0005,2024-05-01,,,2024,4,USA,North America,Mid-Market,GRR_reversed,-55522.53,2024
3131,8,CUST-00006,PROD-0005,2024-06-01,,,2024,5,USA,North America,Mid-Market,GRR_reversed,-57443.08,2024
3134,9,CUST-00007,PROD-0002,2024-02-01,,,2024,1,Japan,APAC,Mid-Market,GRR_reversed,-47804.71,2024
3135,9,CUST-00007,PROD-0002,2024-03-01,,,2024,2,Japan,APAC,Mid-Market,GRR_reversed,-49790.61,2024
3136,9,CUST-00007,PROD-0002,2024-04-01,,,2024,3,Japan,APAC,Mid-Market,GRR_reversed,-49790.61,2024
3137,9,CUST-00007,PROD-0002,2024-05-01,,,2024,4,Japan,APAC,Mid-Market,GRR_reversed,-44257.08,2024
3138,9,CUST-00007,PROD-0002,2024-06-01,,,2024,5,Japan,APAC,Mid-Market,GRR_reversed,-44257.08,2024
3139,9,CUST-00007,PROD-0002,2024-07-01,,,2024,6,Japan,APAC,Mid-Market,GRR_reversed,-46575.46,2024
3140,9,CUST-00007,PROD-0002,2024-08-01,,,2024,7,Japan,APAC,Mid-Market,GRR_reversed,-46575.46,2024
3143,10,CUST-00008,PROD-0004,2024-02-01,,,2024,1,Canada,North America,Enterprise,GRR_reversed,-240720.26,2024
3144,10,CUST-00008,PROD-0004,2024-03-01,,,2024,2,Canada,North America,Enterprise,GRR_reversed,-239272.54,2024
3145,10,CUST-00008,PROD-0004,2024-04-01,,,2024,3,Canada,North America,Enterprise,GRR_reversed,-239272.54,2024
3146,10,CUST-00008,PROD-0004,2024-05-01,,,2024,4,Canada,North America,Enterprise,GRR_reversed,-249011.3,2024
3147,10,CUST-00008,PROD-0004,2024-06-01,,,2024,5,Canada,North America,Enterprise,GRR_reversed,-249011.3,2024
3148,10,CUST-00008,PROD-0004,2024-07-01,,,2024,6,Canada,North America,Enterprise,GRR_reversed,-254411.25,2024
3149,10,CUST-00008,PROD-0004,2024-08-01,,,2024,7,Canada,North America,Enterprise,GRR_reversed,-229236.89,2024
3150,10,CUST-00008,PROD-0004,2024-09-01,,,2024,8,Canada,North America,Enterprise,GRR_reversed,-229236.89,2024
3151,10,CUST-00008,PROD-0004,2024-10-01,,,2024,9,Canada,North America,Enterprise,GRR_reversed,-268803.56,2024
3152,10,CUST-00008,PROD-0004,2024-11-01,,,2024,10,Canada,North America,Enterprise,GRR_reversed,-268803.56,2024
3155,11,CUST-00009,PROD-0003,2024-02-01,,,2024,1,Japan,APAC,SMB,GRR_reversed,-13468.06,2024
3156,11,CUST-00009,PROD-0003,2024-03-01,,,2024,2,Japan,APAC,SMB,GRR_reversed,-11710.67,2024
3157,11,CUST-00009,PROD-0003,2024-04-01,,,2024,3,Japan,APAC,SMB,GRR_reversed,-11302.75,2024
3158,11,CUST-00009,PROD-0003,2024-05-01,,,2024,4,Japan,APAC,SMB,GRR_reversed,-11302.75,2024
3159,11,CUST-00009,PROD-0003,2024-06-01,,,2024,5,Japan,APAC,SMB,GRR_reversed,-12277.5,2024
3160,11,CUST-00009,PROD-0003,2024-07-01,,,2024,6,Japan,APAC,SMB,GRR_reversed,-13268.43,2024
3161,11,CUST-00009,PROD-0003,2024-08-01,,,2024,7,Japan,APAC,SMB,GRR_reversed,-12013.47,2024
3162,11,CUST-00009,PROD-0003,2024-09-01,,,2024,8,Japan,APAC,SMB,GRR_reversed,-12013.47,2024
3163,11,CUST-00009,PROD-0003,2024-10-01,,,2024,9,Japan,APAC,SMB,GRR_reversed,-13046.15,2024
3166,12,CUST-00010,PROD-0008,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,GRR_reversed,-98003.98,2024
3167,12,CUST-00010,PROD-0008,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,GRR_reversed,-98003.98,2024
3168,12,CUST-00010,PROD-0008,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,GRR_reversed,-88576.57,2025
3169,12,CUST-00010,PROD-0008,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,GRR_reversed,-88576.57,2025
3170,12,CUST-00010,PROD-0008,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,GRR_reversed,-97239.25,2025
3173,13,CUST-00010,PROD-0003,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,GRR_reversed,-22139.29,2024
3174,13,CUST-00010,PROD-0003,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,GRR_reversed,-22139.29,2024
3175,13,CUST-00010,PROD-0003,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,GRR_reversed,-22650.29,2025
3176,13,CUST-00010,PROD-0003,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,GRR_reversed,-24628.33,2025
3177,13,CUST-00010,PROD-0003,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,GRR_reversed,-22888.98,2025
3178,13,CUST-00010,PROD-0003,2025-04-01,,,2024,6,Germany,Europe,Mid-Market,GRR_reversed,-22331.56,2025
3179,13,CUST-00010,PROD-0003,2025-05-01,,,2024,7,Germany,Europe,Mid-Market,GRR_reversed,-22331.56,2025
3180,13,CUST-00010,PROD-0003,2025-06-01,,,2024,8,Germany,Europe,Mid-Market,GRR_reversed,-22942.2,2025
3181,13,CUST-00010,PROD-0003,2025-07-01,,,2024,9,Germany,Europe,Mid-Market,GRR_reversed,-22942.2,2025
3182,13,CUST-00010,PROD-0003,2025-08-01,,,2024,10,Germany,Europe,Mid-Market,GRR_reversed,-24625.83,2025
3185,14,CUST-00010,PROD-0004,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,GRR_reversed,-66623.48,2024
3186,14,CUST-00010,PROD-0004,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,GRR_reversed,-65854.32,2024
3187,14,CUST-00010,PROD-0004,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,GRR_reversed,-65854.32,2025
3188,14,CUST-00010,PROD-0004,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,GRR_reversed,-66593.24,2025
3189,14,CUST-00010,PROD-0004,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,GRR_reversed,-65921.4,2025
3190,14,CUST-00010,PROD-0004,2025-04-01,,,2024,6,Germany,Europe,Mid-Market,GRR_reversed,-64057.63,2025
3191,14,CUST-00010,PROD-0004,2025-05-01,,,2024,7,Germany,Europe,Mid-Market,GRR_reversed,-64057.63,2025
3192,14,CUST-00010,PROD-0004,2025-06-01,,,2024,8,Germany,Europe,Mid-Market,GRR_reversed,-68571.88,2025
3195,15,CUST-00011,PROD-0001,2024-02-01,,,2024,1,UK,Europe,Enterprise,GRR_reversed,-456689.93,2024
3196,15,CUST-00011,PROD-0001,2024-03-01,,,2024,2,UK,Europe,Enterprise,GRR_reversed,-456689.93,2024
3197,15,CUST-00011,PROD-0001,2024-04-01,,,2024,3,UK,Europe,Enterprise,GRR_reversed,-470659.83,2024
3198,15,CUST-00011,PROD-0001,2024-05-01,,,2024,4,UK,Europe,Enterprise,GRR_reversed,-475857.2,2024
3199,15,CUST-00011,PROD-0001,2024-06-01,,,2024,5,UK,Europe,Enterprise,GRR_reversed,-537337.94,2024
3200,15,CUST-00011,PROD-0001,2024-07-01,,,2024,6,UK,Europe,Enterprise,GRR_reversed,-537178.77,2024
3201,15,CUST-00011,PROD-0001,2024-08-01,,,2024,7,UK,Europe,Enterprise,GRR_reversed,-486275.36,2024
3202,15,CUST-00011,PROD-0001,2024-09-01,,,2024,8,UK,Europe,Enterprise,GRR_reversed,-465126.79,2024
3203,15,CUST-00011,PROD-0001,2024-10-01,,,2024,9,UK,Europe,Enterprise,GRR_reversed,-465126.79,2024
3204,15,CUST-00011,PROD-0001,2024-11-01,,,2024,10,UK,Europe,Enterprise,GRR_reversed,-519630.18,2024
3205,15,CUST-00011,PROD-0001,2024-12-01,,,2024,11,UK,Europe,Enterprise,GRR_reversed,-510456.74,2024
3208,16,CUST-00012,PROD-0005,2024-05-01,,,2024,1,UK,Europe,SMB,GRR_reversed,-8340.44,2024
3209,16,CUST-00012,PROD-0005,2024-06-01,,,2024,2,UK,Europe,SMB,GRR_reversed,-8395.84,2024
3212,17,CUST-00012,PROD-0009,2024-05-01,,,2024,1,UK,Europe,SMB,GRR_reversed,-7703.4,2024
3213,17,CUST-00012,PROD-0009,2024-06-01,,,2024,2,UK,Europe,SMB,GRR_reversed,-6840.88,2024
3214,17,CUST-00012,PROD-0009,2024-07-01,,,2024,3,UK,Europe,SMB,GRR_reversed,-6840.88,2024
3215,17,CUST-00012,PROD-0009,2024-08-01,,,2024,4,UK,Europe,SMB,GRR_reversed,-6921.97,2024
3218,18,CUST-00012,PROD-0001,2024-05-01,,,2024,1,UK,Europe,SMB,GRR_reversed,-5608.48,2024
3219,18,CUST-00012,PROD-0001,2024-06-01,,,2024,2,UK,Europe,SMB,GRR_reversed,-5608.48,2024
3220,18,CUST-00012,PROD-0001,2024-07-01,,,2024,3,UK,Europe,SMB,GRR_reversed,-5872.83,2024
3221,18,CUST-00012,PROD-0001,2024-08-01,,,2024,4,UK,Europe,SMB,GRR_reversed,-6293.79,2024
3222,18,CUST-00012,PROD-0001,2024-09-01,,,2024,5,UK,Europe,SMB,GRR_reversed,-5406.36,2024
3223,18,CUST-00012,PROD-0001,2024-10-01,,,2024,6,UK,Europe,SMB,GRR_reversed,-5406.36,2024
3224,18,CUST-00012,PROD-0001,2024-11-01,,,2024,7,UK,Europe,SMB,GRR_reversed,-5623.43,2024
3227,19,CUST-00013,PROD-0007,2024-10-01,,,2024,1,Canada,North America,Enterprise,GRR_reversed,-395615.77,2024
3228,19,CUST-00013,PROD-0007,2024-11-01,,,2024,2,Canada,North America,Enterprise,GRR_reversed,-393858.32,2024
3231,20,CUST-00013,PROD-0009,2024-10-01,,,2024,1,Canada,North America,Enterprise,GRR_reversed,-104176.75,2024
3232,20,CUST-00013,PROD-0009,2024-11-01,,,2024,2,Canada,North America,Enterprise,GRR_reversed,-93300.24,2024
3235,21,CUST-00014,PROD-0006,2024-07-01,,,2024,1,UK,Europe,Startup,GRR_reversed,-6775.38,2024
3236,21,CUST-00014,PROD-0006,2024-08-01,,,2024,2,UK,Europe,Startup,GRR_reversed,-6775.38,2024
3237,21,CUST-00014,PROD-0006,2024-09-01,,,2024,3,UK,Europe,Startup,GRR_reversed,-7063.23,2024
3238,21,CUST-00014,PROD-0006,2024-10-01,,,2024,4,UK,Europe,Startup,GRR_reversed,-7502.71,2024
3239,21,CUST-00014,PROD-0006,2024-11-01,,,2024,5,UK,Europe,Startup,GRR_reversed,-7327.89,2024
3242,22,CUST-00014,PROD-0001,2024-07-01,,,2024,1,UK,Europe,Startup,GRR_reversed,-9255.35,2024
3243,22,CUST-00014,PROD-0001,2024-08-01,,,2024,2,UK,Europe,Startup,GRR_reversed,-9255.35,2024
3244,22,CUST-00014,PROD-0001,2024-09-01,,,2024,3,UK,Europe,Startup,GRR_reversed,-7885.58,2024
3245,22,CUST-00014,PROD-0001,2024-10-01,,,2024,4,UK,Europe,Startup,GRR_reversed,-7885.58,2024
3246,22,CUST-00014,PROD-0001,2024-11-01,,,2024,5,UK,Europe,Startup,GRR_reversed,-8421.3,2024
3249,23,CUST-00015,PROD-0005,2024-04-01,,,2024,1,Canada,North America,SMB,GRR_reversed,-7871.05,2024
3250,23,CUST-00015,PROD-0005,2024-05-01,,,2024,2,Canada,North America,SMB,GRR_reversed,-7531.52,2024
3251,23,CUST-00015,PROD-0005,2024-06-01,,,2024,3,Canada,North America,SMB,GRR_reversed,-7531.52,2024
3252,23,CUST-00015,PROD-0005,2024-07-01,,,2024,4,Canada,North America,SMB,GRR_reversed,-7813.67,2024
3253,23,CUST-00015,PROD-0005,2024-08-01,,,2024,5,Canada,North America,SMB,GRR_reversed,-8038.65,2024
3254,23,CUST-00015,PROD-0005,2024-09-01,,,2024,6,Canada,North America,SMB,GRR_reversed,-8931.2,2024
3255,23,CUST-00015,PROD-0005,2024-10-01,,,2024,7,Canada,North America,SMB,GRR_reversed,-7956.84,2024
3258,24,CUST-00015,PROD-0004,2024-04-01,,,2024,1,Canada,North America,SMB,GRR_reversed,-9241.75,2024
3259,24,CUST-00015,PROD-0004,2024-05-01,,,2024,2,Canada,North America,SMB,GRR_reversed,-9569.27,2024
3260,24,CUST-00015,PROD-0004,2024-06-01,,,2024,3,Canada,North America,SMB,GRR_reversed,-9569.27,2024
3263,25,CUST-00016,PROD-0006,2024-02-01,,,2024,1,France,Europe,Enterprise,GRR_reversed,-195503.17,2024
3264,25,CUST-00016,PROD-0006,2024-03-01,,,2024,2,France,Europe,Enterprise,GRR_reversed,-206635.63,2024
3265,25,CUST-00016,PROD-0006,2024-04-01,,,2024,3,France,Europe,Enterprise,GRR_reversed,-205938.99,2024
3266,25,CUST-00016,PROD-0006,2024-05-01,,,2024,4,France,Europe,Enterprise,GRR_reversed,-205938.99,2024
3267,25,CUST-00016,PROD-0006,2024-06-01,,,2024,5,France,Europe,Enterprise,GRR_reversed,-223300.73,2024
3270,26,CUST-00016,PROD-0007,2024-02-01,,,2024,1,France,Europe,Enterprise,GRR_reversed,-236403.25,2024
3271,26,CUST-00016,PROD-0007,2024-03-01,,,2024,2,France,Europe,Enterprise,GRR_reversed,-236403.25,2024
3272,26,CUST-00016,PROD-0007,2024-04-01,,,2024,3,France,Europe,Enterprise,GRR_reversed,-246114.69,2024
3273,26,CUST-00016,PROD-0007,2024-05-01,,,2024,4,France,Europe,Enterprise,GRR_reversed,-239915.55,2024
3274,26,CUST-00016,PROD-0007,2024-06-01,,,2024,5,France,Europe,Enterprise,GRR_reversed,-239915.55,2024
3275,26,CUST-00016,PROD-0007,2024-07-01,,,2024,6,France,Europe,Enterprise,GRR_reversed,-233507.93,2024
3276,26,CUST-00016,PROD-0007,2024-08-01,,,2024,7,France,Europe,Enterprise,GRR_reversed,-233507.93,2024
3277,26,CUST-00016,PROD-0007,2024-09-01,,,2024,8,France,Europe,Enterprise,GRR_reversed,-221081.38,2024
3278,26,CUST-00016,PROD-0007,2024-10-01,,,2024,9,France,Europe,Enterprise,GRR_reversed,-221081.38,2024
3279,26,CUST-00016,PROD-0007,2024-11-01,,,2024,10,France,Europe,Enterprise,GRR_reversed,-247442.1,2024
3280,26,CUST-00016,PROD-0007,2024-12-01,,,2024,11,France,Europe,Enterprise,GRR_reversed,-247442.1,2024
3283,27,CUST-00016,PROD-0009,2024-02-01,,,2024,1,France,Europe,Enterprise,GRR_reversed,-423431.33,2024
3284,27,CUST-00016,PROD-0009,2024-03-01,,,2024,2,France,Europe,Enterprise,GRR_reversed,-451834.41,2024
3285,27,CUST-00016,PROD-0009,2024-04-01,,,2024,3,France,Europe,Enterprise,GRR_reversed,-403602.9,2024
3288,28,CUST-00017,PROD-0005,2024-12-01,,,2024,1,France,Europe,SMB,GRR_reversed,-7812.31,2024
3289,28,CUST-00017,PROD-0005,2025-01-01,,,2024,2,France,Europe,SMB,GRR_reversed,-8469.91,2025
3292,29,CUST-00017,PROD-0009,2024-12-01,,,2024,1,France,Europe,SMB,GRR_reversed,-8924.46,2024
3293,29,CUST-00017,PROD-0009,2025-01-01,,,2024,2,France,Europe,SMB,GRR_reversed,-8284.28,2025
3294,29,CUST-00017,PROD-0009,2025-02-01,,,2024,3,France,Europe,SMB,GRR_reversed,-8284.28,2025
3295,29,CUST-00017,PROD-0009,2025-03-01,,,2024,4,France,Europe,SMB,GRR_reversed,-8615.0,2025
3296,29,CUST-00017,PROD-0009,2025-04-01,,,2024,5,France,Europe,SMB,GRR_reversed,-8615.0,2025
3297,29,CUST-00017,PROD-0009,2025-05-01,,,2024,6,France,Europe,SMB,GRR_reversed,-8252.83,2025
3298,29,CUST-00017,PROD-0009,2025-06-01,,,2024,7,France,Europe,SMB,GRR_reversed,-8252.83,2025
3299,29,CUST-00017,PROD-0009,2025-07-01,,,2024,8,France,Europe,SMB,GRR_reversed,-8662.55,2025
3302,30,CUST-00018,PROD-0010,2024-09-01,,,2024,1,France,Europe,Enterprise,GRR_reversed,-210922.17,2024
3303,30,CUST-00018,PROD-0010,2024-10-01,,,2024,2,France,Europe,Enterprise,GRR_reversed,-207775.39,2024
3304,30,CUST-00018,PROD-0010,2024-11-01,,,2024,3,France,Europe,Enterprise,GRR_reversed,-189774.37,2024
3305,30,CUST-00018,PROD-0010,2024-12-01,,,2024,4,France,Europe,Enterprise,GRR_reversed,-188749.68,2024
3306,30,CUST-00018,PROD-0010,2025-01-01,,,2024,5,France,Europe,Enterprise,GRR_reversed,-181732.34,2025
3307,30,CUST-00018,PROD-0010,2025-02-01,,,2024,6,France,Europe,Enterprise,GRR_reversed,-181732.34,2025
3308,30,CUST-00018,PROD-0010,2025-03-01,,,2024,7,France,Europe,Enterprise,GRR_reversed,-190585.82,2025
3309,30,CUST-00018,PROD-0010,2025-04-01,,,2024,8,France,Europe,Enterprise,GRR_reversed,-199836.02,2025
3310,30,CUST-00018,PROD-0010,2025-05-01,,,2024,9,France,Europe,Enterprise,GRR_reversed,-183676.53,2025
3311,30,CUST-00018,PROD-0010,2025-06-01,,,2024,10,France,Europe,Enterprise,GRR_reversed,-183676.53,2025
3312,30,CUST-00018,PROD-0010,2025-07-01,,,2024,11,France,Europe,Enterprise,GRR_reversed,-197398.07,2025
3315,31,CUST-00018,PROD-0008,2024-09-01,,,2024,1,France,Europe,Enterprise,GRR_reversed,-296479.14,2024
3316,31,CUST-00018,PROD-0008,2024-10-01,,,2024,2,France,Europe,Enterprise,GRR_reversed,-293243.48,2024
3317,31,CUST-00018,PROD-0008,2024-11-01,,,2024,3,France,Europe,Enterprise,GRR_reversed,-288924.84,2024
3318,31,CUST-00018,PROD-0008,2024-12-01,,,2024,4,France,Europe,Enterprise,GRR_reversed,-267919.11,2024
3319,31,CUST-00018,PROD-0008,2025-01-01,,,2024,5,France,Europe,Enterprise,GRR_reversed,-267919.11,2025
3322,32,CUST-00019,PROD-0007,2024-02-01,,,2024,1,Canada,North America,Startup,GRR_reversed,-2539.19,2024
3323,32,CUST-00019,PROD-0007,2024-03-01,,,2024,2,Canada,North America,Startup,GRR_reversed,-2539.19,2024
3324,32,CUST-00019,PROD-0007,2024-04-01,,,2024,3,Canada,North America,Startup,GRR_reversed,-2959.29,2024
3325,32,CUST-00019,PROD-0007,2024-05-01,,,2024,4,Canada,North America,Startup,GRR_reversed,-2596.14,2024
3326,32,CUST-00019,PROD-0007,2024-06-01,,,2024,5,Canada,North America,Startup,GRR_reversed,-2596.14,2024
3327,32,CUST-00019,PROD-0007,2024-07-01,,,2024,6,Canada,North America,Startup,GRR_reversed,-2635.19,2024
3328,32,CUST-00019,PROD-0007,2024-08-01,,,2024,7,Canada,North America,Startup,GRR_reversed,-2635.19,2024
3329,32,CUST-00019,PROD-0007,2024-09-01,,,2024,8,Canada,North America,Startup,GRR_reversed,-2827.97,2024
3332,33,CUST-00020,PROD-0009,2024-02-01,,,2024,1,Germany,Europe,SMB,GRR_reversed,-12355.76,2024
3333,33,CUST-00020,PROD-0009,2024-03-01,,,2024,2,Germany,Europe,SMB,GRR_reversed,-12355.76,2024
3334,33,CUST-00020,PROD-0009,2024-04-01,,,2024,3,Germany,Europe,SMB,GRR_reversed,-12183.31,2024
3336,0,CUST-00001,PROD-0008,2024-01-01,,,2024,0,UK,Europe,Enterprise,EoP_reversed,-106054.73,2024
3337,0,CUST-00001,PROD-0008,2024-02-01,,,2024,1,UK,Europe,Enterprise,EoP_reversed,-119892.28,2024
3338,0,CUST-00001,PROD-0008,2024-03-01,,,2024,2,UK,Europe,Enterprise,EoP_reversed,-115183.18,2024
3339,0,CUST-00001,PROD-0008,2024-04-01,,,2024,3,UK,Europe,Enterprise,EoP_reversed,-119938.57,2024
3340,0,CUST-00001,PROD-0008,2024-05-01,,,2024,4,UK,Europe,Enterprise,EoP_reversed,-112656.32,2024
3341,0,CUST-00001,PROD-0008,2024-06-01,,,2024,5,UK,Europe,Enterprise,EoP_reversed,-116201.65,2024
3342,0,CUST-00001,PROD-0008,2024-07-01,,,2024,6,UK,Europe,Enterprise,EoP_reversed,-111137.67,2024
